rank,title_mal,popularity_score,quality_score,title_parsed,title_at,slug,year,season,synopsis,created_at,updated_at,deleted_at,synonyms,image,id_anime,title_matched,op_counts,ed_counts,total_counts,hardcore
396,Fruits Basket,528362.0,7.69,fruits basket,Fruits Basket,fruits_basket_2019,2019,Spring,"Tohru Honda thought her life was headed for misfortune when a family tragedy left her living in a tent. When her small home is discovered by the mysterious Soma clan, she suddenly finds herself living with Yuki, Kyo, and Shigure Soma. But she quickly learns their family has a bizarre secret of their own: when hugged by the opposite sex, they turn into the animals of the Zodiac!
<br><br>
(Source: Crunchyroll)",2021-03-27T00:43:45.248786Z,2021-03-28T02:00:09.842393Z,,"['Furuba', 'Fruits Basket (Zenpen)']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/UnEcz7C018nc8gZICi6gWZKDLlYe3uIMCC8Y3w8m.jpg,784,fruits basket,2,2,4,True
397,Shakugan no Shana,527686.0,7.45,shakugan no shana,Shakugan no Shana,shakugan_no_shana,2005,Fall,"He had thought his normal days would last forever, until they were ended abruptly by an encounter with a girl with red hair and eyes. He named her Shana.<br><br>
Not long after he enters high school, Sakai Yuji&rsquo;s normal days come to an end. He sees something bizarre on his way home: people are frozen in a strange fire, and a monster that looks like a large doll is attacking them. Just when he's about to be killed, a girl in a dark cloak wielding a large sword appears, and slices the monster in half. Although Yuji survives the strange encounter, the girl informs him of a desolate truth: "" 'You' don't exist anymore.""<br><br>
She calls herself a Flame Haze who hunts ""Guze no Tomogara""; intruders from another world. She explains to him that he is a ""Torch"", a substitute of Yuji whose &ldquo;existence&rdquo; has already been devoured. She also told him that he is a special Torch, ""Mystes"", which contains a precious item in it. When he looks at his chest, he sees within himself a faint flame, just as she said.<br><br>
It is in this way that his eternal struggle alongside the girl begins. <br><br>
(Source: AnimeNfo) ",2021-03-27T00:44:33.749783Z,2021-03-28T07:42:04.596745Z,,['Shakugan no Shana: Season I'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/HcPjJ0KLwT74hjDVif2yx8i5ST31fACqDNJDL89P.png,2573,shakugan no shana,2,2,4,True
398,Netoge no Yome wa Onnanoko ja Nai to Omotta?,525872.0,6.7,netoge no yome wa onnanoko ja nai to omotta?,Netoge no Yome wa Onnanoko ja Nai to Omotta?,netoge_no_yome_wa_onnanoko_ja_nai_to_omotta,2016,Spring,"The story centers on Hideki Nishimura, a young man who confessed to a person he thought was a girl online, only for that person to turn out to be a boy. He keeps this ""black history"" secret and swears to never to trust a ""girl"" online again. However, one day a girl online confesses to him, and it turns out she's actually a beautiful girl named Ako Tamaki. Ako cannot tell the difference between the online world and reality, and she is a loner who has trouble communicating. Hideki and his friends from his guild decide to work together to ""correct"" her.
<br><br>
(Source: Anime News Network)",2021-03-27T00:44:20.307622Z,2021-03-28T05:51:39.329733Z,,"['And you thought there is never a girl online?', 'Net Game no Yome wa Onna no Ko ja Nai to Omotta?', 'NetoYome']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/9mjxO0bQ6PGgLiFeOevPTIgboT7oMI9iSin1jjEE.png,2055,netoge no yome wa onnanoko ja nai to omotta?,1,1,2,True
399,Tsuki ga Kirei,525776.0,8.06,tsuki ga kirei,Tsuki ga Kirei,tsuki_ga_kirei,2017,Spring,"The series focuses on characters Akane Mizuno and Kotarou Azumi, two third-year middle school students who become classmates for the first time. The series will depict each characters' growth and connection to the people around them, such as classmates, club-mates, teachers, and parents. The anime will also center on the youthful adolescent romance of the characters, who are hounded by change and uncertainty as the seasons inevitably pass.<br><br>

(Source: Anime News Network)",2021-03-27T00:44:45.236822Z,2021-03-28T09:01:46.694229Z,,['Tsukigakirei'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/CaTto2qDsEwfp6N1AZIiL5MwCTgbsyra2vEGtCab.png,3012,tsuki ga kirei,1,1,2,True
400,Natsume Yuujinchou,524982.0,8.31,natsume yuujinchou,Natsume Yuujinchou,natsume_yuujinchou,2008,Summer,"Natsume has always been an outcast because he inherited his grandmother ability to see yokai. After moving to his grandmother's hometown and accidentally releasing a yokai imprisoned in a Lucky Cat statue, he learns about his grandmother's ""Book of Friends,"" which contains the names of the yokai she defeated, and allows its wielder to command the yokai named within. Since then, yokai now visit him on a daily basis, seeking to either get their names back or take possession of the Book of Friends.<br><br>
(Source: NIS America)",2021-03-27T00:44:19.616770Z,2021-03-28T05:47:37.316744Z,,"[""Natsume's Book of Friends""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/LO1asdiDVZDlCqfpz4mRUuJnZ52oOiCrqJfxadkH.jpg,2032,natsume yuujinchou,1,1,2,True
402,Hajimete no Gal,523293.0,6.28,hajimete no gal,Hajimete no Gal,hajimete_no_gal,2017,Summer,"Junichi Hashiba is nearing the end of high school and going into panic mode. His time here has not gone as expected: he has no girlfriend and worse yet—he’s still a virgin! Desperate to experience the big ‘first,’ his friends pressure him to approach the gyaru—a fashionable and boy-crazy gal—Yukana Yame for a good time. But his first mistake was thinking this gal would be an easy one!
<br><br>
(Source: Funimation)",2021-03-27T00:43:51.682576Z,2021-03-28T02:46:52.849630Z,,"['My First Girlfriend is a Gal', 'Hajimete no Gyaru']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/ArUl6CZcEP7htYvYittXeGufZA9DH7kzRnrqAWl2.jpg,1043,hajimete no gal,1,2,3,True
403,Boku wa Tomodachi ga Sukunai Next,522561.0,7.29,boku wa tomodachi ga sukunai next,Boku wa Tomodachi ga Sukunai Next,boku_wa_tomodachi_ga_sukunai_next,2013,Winter,"The Neighbor's Club&mdash;a club founded for the purpose of making friends, where misfortunate boys and girls with few friends live out their regrettable lives.<br><br>
Although Yozora Mikazuki faced a certain incident at the end of summer, the daily life of the Neighbor's Club goes on as usual. A strange nun, members of the student council and other new faces make an appearance, causing Kodaka Hasegawa's life to grow even busier.<br><br>
While they all enjoy going to the amusement park, playing games, celebrating birthdays, and challenging the ""school festival""&mdash;a symbol of the school life normal people live&mdash;the relations amongst the members slowly begins to change...<br><br>
Let the next stage begin, on this unfortunate coming-of-age love comedy!!<br><br>
(Source: Anime News Network)",2021-03-27T00:43:33.953808Z,2021-03-28T00:41:09.007268Z,,"['Haganai Next', 'Boku wa Tomodachi ga Sukunai 2nd Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/TlvzgAe7lNeS1LOwc4TmRASSBr864aqJUuNIiFwy.jpg,339,boku wa tomodachi ga sukunai next,1,1,2,True
404,Paprika,518863.0,8.04,paprika,Paprika,paprika,2006,Fall,"In the near future, a revolutionary new psychotherapy treatment called PT has been invented. Through a device called the ""DC Mini"" it is able to act as a ""dream detective"" to enter into people's dreams and explore their unconscious thoughts. Before the government can pass a bill authorizing the use of such advanced psychiatric technology, one of the prototypes is stolen, sending the research facility into an uproar. In the wrong hands, the potential misuse of the device could be devastating, allowing the user to completely annihilate a dreamer's personality while they are asleep. Renowned scientist, Dr. Atsuko Chiba, enters the dream world under her exotic alter-ego, code name ""PAPRIKA,"" in an attempt to discover who is behind the plot to undermine the new invention.
<br><br>
(Source: Anime News Network)",2021-03-27T00:44:24.724723Z,2021-03-28T06:24:00.306493Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/0kuYCdDB6jPWWjkoXVAiFZX4gXVGamy1HnPq3Tig.png,2227,paprika,1,1,2,True
405,Dorohedoro,517630.0,8.05,dorohedoro,Dorohedoro,dorohedoro,2020,Winter,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""
",2021-03-27T00:43:41.508850Z,2021-03-28T01:34:52.194275Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/L72SfAlYGITUPYU7ZFosutQVVVrFiQ6mJycmCrDE.jpg,642,dorohedoro,1,6,7,True
407,Ichiban Ushiro no Daimaou,514732.0,6.74,ichiban ushiro no daimaou,Ichiban Ushiro no Daimaou,ichiban_ushiro_no_daimaou,2010,Spring,"After enrolling at the Constant Magic Academy, Akuto Sai discovers he's not just a gifted student with magical powers; he's destined to become the Demon King. And though he's not that crazy about the idea, it drives the girls wild! From the sexy school girls in his class to the skin-obsessed android who's programmed to seduce him, Akuto has no shortage of wacky girl trouble. How much temptation can a demon king take?<br><br>
(Source: Sentai Filmworks)",2021-03-27T00:43:56.316244Z,2021-03-28T03:20:34.409003Z,,"['Demon King Daimao', 'Ichiban Ushiro no Dai Mao']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/WDvJJwagSlkcEmEVPonvXPs2ceHDNvHINVTrk3r6.png,1223,ichiban ushiro no daimaou,1,1,2,True
408,Kage no Jitsuryokusha ni Naritakute!,513248.0,8.31,kage no jitsuryokusha ni naritakute!,Kage no Jitsuryokusha ni Naritakute!,kage_no_jitsuryokusha_ni_naritakute,2022,Fall,"Some people just aren’t suited to playing the part of the flashy, in-your-face hero or the dastardly, mustache-twirling villain with larger-than-life panache. Instead, they operate in the shadows and pull the strings of society through wit and cleverness. That’s the role Cid wants to play when he’s transported to another world. Cid spins a yarn or three and becomes the unlikely leader of the underground Shadow Garden organization that fights against a menacing cult (which he totally made up). However, there’s a catch even his wild imagination didn’t see coming: the cult he concocted actually exists, and they’re beyond displeased that his power fantasy just got in the way of their evil plans!",2022-10-05T02:51:34.514456Z,2022-10-05T02:51:34.514456Z,,['The Eminence in Shadow'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/anime/large-cover/0a6bFrsvYY9xi5gTwZK1aoYmJFmp6z6eJyWpqKhO.jpg,3901,kage no jitsuryokusha ni naritakute!,1,8,9,True
411,Shokugeki no Souma: Gou no Sara,509763.0,7.32,shokugeki no souma: gou no sara,Shokugeki no Souma: Gou no Sara,shokugeki_no_souma_gou_no_sara,2020,Spring,"The fifth season of <i>Shokugeki no Souma</i>.<br><br>Yukihira Souma has been helping out his family diner, honing his skills. With his father's recommendation, he decides to enroll into ""Totsuki Saryo Culinary Institute"", a school for the most elites of the culinary world. During his time there, he has grown so much as a chef through studying hard with friends and competing against rivals in shokugeki battles.
<br><br>
Souma has now moved up a grade and he has finally grasped what he has always hoped for; the first seat at the Totsuki Ten Masters Council.
<br><br>
In the meantime, an invitation to a world-class cooking competition known as ""BLUE"" arrives to Totsuki. ""BLUE"" is one of the most authentic gastronomic tournaments for young chefs seeking fame. However, there's been a change to this year's system and themes are all out of ordinary!<br><br>(Source: Official Website)",2021-03-27T00:44:35.775526Z,2021-03-28T07:55:20.534887Z,,['Food Wars! The Fifth Plate'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/nPEJAOUtNzecIjnoTE2tJsE4iM2oLW98RtKIfCcI.jpg,2648,shokugeki no souma: gou no sara,1,1,2,True
413,Vivy: Fluorite Eye's Song,508354.0,8.41,vivy: fluorite eye's song,Vivy: Fluorite Eye's Song,vivy_fluorite_eyes_song,2021,Spring,"An AI named Matsumoto appears before Vivy, the world’s first autonomous humanoid AI. Matsumoto’s mission is to rewrite history together with Vivy, in order to stop the war between AI and humans that will happen one century later.<br>
<br>
(Source: Funimation)",2021-04-14T08:11:37.921113Z,2021-04-14T10:35:45.757376Z,,"[""Vivy -Fluorite Eye's Song-""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/bRT1ucGKupdoziMGlkPy25MIhvlxVXSUggzqsXuU.jpg,3358,vivy: fluorite eye's song,4,4,8,True
414,Aldnoah.Zero,504559.0,7.39,aldnoah.zero,Aldnoah.Zero,aldnoahzero,2014,Summer,"In 1972, the Apollo 17 mission found a hypergate to Mars on the surface of the moon. Upon landing, astronauts discovered a enchanted utility later referred to as 'Aldnoah', giving the astronauts a status of superiority. Soon, many humans have relocated to Mars, and have adapted to the name 'Martians'. After Princess Asseylum, a royal Martian princess, descends onto Earth in an attempt to create a treaty between both planets, a war breaks out between Earth and Mars, and Martian soldiers begin to descend from the sky, riding steel giants, intent on exterminating humanity.
<br><br>
(Source: Anime News Network)",2021-03-27T00:43:28.162078Z,2021-03-27T23:58:27.256105Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/uaadfjO3wj2PY7jkLDYqN18eLN2ma1DuSJ5pUzcz.jpg,98,aldnoah.zero,1,2,3,True
415,Black Lagoon: The Second Barrage,502933.0,8.17,black lagoon: the second barrage,Black Lagoon: The Second Barrage,black_lagoon_the_second_barrage,2006,Fall,"Okajima Rokuro - now known almost exclusively as 'Rock' - was once a typical, put-upon Japanese businessman. Then, on a routine business trip, he was kidnapped and ransomed by the Lagoon Company: a band of mercenary pirates operating out of the crime-riddled city of Roanapur. Abandoned by his bosses, he joined the Lagoon Company. Now he must try and stay afloat amongst the ever-shifting politics of the criminal underworld, while simultaneously avoiding death at the hands of his quick-tempered, gun-toting co-worker, 'Two Hand' Revy.
<br><br>
(Source: Anime News Network)",2021-03-27T00:43:33.275283Z,2021-03-28T00:36:25.848573Z,,"['Black Lagoon 2nd Season', 'Black Lagoon Second Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/oRiX2zZfJkEh9Wpa8KJEhs6NDVnIXLoE2wZNGPgw.png,313,black lagoon: the second barrage,1,3,4,True
416,Citrus,501872.0,6.45,citrus,Citrus,citrus,2018,Winter,"Fashionable and friendly Yuzu Aihara is ready to face her brand-new school and find her first love. The only problem? It's an all-girls' school. Determined to make a good impression and lots of friends, Yuzu puts on her best looks—only to wind up in trouble on day-one! After a close encounter by the beautiful yet harsh student council president Mei and having her phone confiscated, Yuzu is losing hope that this will be a perfect high school story. But nothing compares to the shock when she gets home to find out Mei is her brand-new stepsister—who suddenly kisses her! With her heart beating wildly and her emotions a complete mess, Yuzu wonders something: Is she falling for Mei?<br>
<br>
Torn between being a good stepsister and dealing with her feelings, Yuzu does everything she can to become close to Mei. But can she melt the ice around Mei's heart and heal the pain she hides?<br><br>

(Source: Funimation)",2021-03-27T00:43:37.649550Z,2021-03-28T01:05:47.456173Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/VsK2DkIaBYD1lmErQAmnixwkrOrjGZGNq5MyIIiy.jpg,482,citrus,1,1,2,True
417,Sousei no Onmyouji,499806.0,7.3,sousei no onmyouji,Sousei no Onmyouji,sousei_no_onmyouji,2016,Spring,"Rokuro Enmado is a young boy who used to be a powerful aspiring exorcist, before a tragic incident left his friend dead and made him abandon the profession. One day, he has a fateful encounter with Benio Adashino, a girl around his age and a well known exorcist from the east. According to prophecy, Rokuro and Benio are the ""Twin Star Exorcists"", and are destined to marry and have a child which will be the ultimate exorcist, capable of cleansing all evil spirits, or Kegare, from the world.
<br>
When Rokuro's best friend Ryogo goes missing, Rokuro is forced to ask Benio for help to enter Magano, the realm of the evil Kegare, to rescue him!<br>
<br>
(Source: Wikipedia)",2021-03-27T00:44:38.248880Z,2021-03-28T08:11:56.225985Z,,['Twin Star Exorcists'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/mBWrXiC23gxnNjxUvBRtJV1PdsMpVYRynucKWgbi.jpg,2737,sousei no onmyouji,4,5,9,True
418,Vanitas no Karte,496838.0,7.91,vanitas no karte,Vanitas no Karte,vanitas_no_karte,2021,Summer,"Rumors revolving around The Book of Vanitas, a clockwork grimoire of dubious reputation, draw Noé, a young vampire in search of a friend's salvation, to Paris. What awaits him in the City of Flowers, however, is not long hours treading the pavement or rifling through dusty bookshops in search of the tome. Instead, his quarry comes to him...in the arms of a man claiming to be a vampire doctor! Thrust into a conflict that threatens the peace between humans and vampires, will Noé cast in his lot with the curious and slightly unbalanced Vanitas and his quest to save vampirekind?",2021-07-03T08:11:24.334104Z,2021-07-03T19:35:16.742047Z,,"['The Case Study of Vanitas', 'Vanitas no Shuki', 'Memoir of Vanitas', 'Vanitas no Carte']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/FPjwZzxAS8927C9Qf118CSXURc7HvDak5pb4iNoO.jpg,3400,vanitas no karte,1,1,2,True
420,Inu x Boku SS,494671.0,7.38,inu x boku ss,Inu x Boku SS,inu_x_boku_ss,2012,Winter,"The Shirakiin house's daughter, Shirakiin Ririchiyo, who has a complex about being unable to live independently and unprotected, feels the need to move out and live on her own under the condition of residing in the mansion named ""Ayakashi Kan."" In this mansion, only those who have cleared a very strict examination could reside in it, and for each resident, they are accompanied with one agent of the Secret Service (S.S.). Although Riricho has rejected the company of the S.S., while residing in the mansion she finds out that the agent dedicated to protecting her is actually the Fox Spirit. ",2021-03-27T00:43:57.605065Z,2021-03-28T03:28:51.685429Z,,"['Inu X Boku Secret Service', 'Youko x Boku SS']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/558Bhm1zuiGiEhzfU16ZsFywylUBk67KLaXqgQ76.jpg,1272,inu x boku ss,1,6,7,True
421,Megalo Box,494353.0,7.88,megalo box,Megalo Box,megalo_box,2018,Spring,"""To be quiet and do as you're told, that's the cowardly choice."" These are the words of Junk Dog, an underground fighter of Megalo Box, an evolution of boxing that utilizes mechanical limbs known as Gear to enhance the speed and power of its users. Despite the young man's brimming potential as a boxer, the illegal nature of his participation forces him to make a living off of throwing matches as dictated by his boss Gansaku Nanbu. However, this all changes when the Megalo Box champion Yuuri enters his shabby ring under the guise of just another challenger. Taken out in a single round, Junk Dog is left with a challenge: ""If you're serious about fighting me again, then fight your way up to me and my ring.""<br>
<br>
Filled with overwhelming excitement and backed by the criminal syndicate responsible for his thrown matches, Junk Dog enters Megalonia: a world-spanning tournament that will decide the strongest Megalo Boxer of them all. Having no name of his own, he takes on the moniker of ""Joe"" as he begins his climb from the very bottom of the ranked list of fighters. With only three months left to qualify, Joe must face off against opponents the likes of which he has never fought in order to meet the challenge of his rival.<br>
<br>
(Source: MAL Rewrite)",2021-03-27T00:44:14.652531Z,2021-03-28T05:18:36.122966Z,,['MEGALOBOX'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/NYOwAIWy0dHz8zfk4FdPJvOz9GT6K7KoEyAU327J.jpg,1867,megalo box,1,1,2,True
422,Zero no Tsukaima: Futatsuki no Kishi,493966.0,7.41,zero no tsukaima: futatsuki no kishi,Zero no Tsukaima: Futatsuki no Kishi,zero_no_tsukaima_futatsuki_no_kishi,2007,Summer,"This sequel is a continuation of the previous season, not long after the war. Louise and Saito seemingly getting along now since she knows that he had given up his only chance to return to Tokyo for her. The story continues as Louise begins to use Void Magic from a mysterious secret book she had recieved from her majesty Henrietta, while a new villain has appeared in town causing trouble.
<br><br>
(Source: Anime News Network)",2021-03-27T00:44:52.247322Z,2021-03-28T09:52:13.016816Z,,"['Zero no Tsukaima S2', 'The Familiar of Zero: The Rider of the Twin Moons', ""Zero's Familiar: Knight of the Twin Moons""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/hbKZyAmFBJDtbZtrDDWAxxkhzOlEMSSRjov3sWxJ.jpg,3286,zero no tsukaima: futatsuki no kishi,1,1,2,True
424,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",493722.0,7.36,"sekai saikou no ansatsusha, isekai kizoku ni tensei suru","Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",sekai_saikou_no_ansatsusha_isekai_kizoku_ni_tensei_suru,2021,Fall,"The world's number one assassin has been reincarnated as the eldest son of a family of aristocrat assassins. In exchange for being reincarnated in another world, a goddess has imposed upon him one condition. ""Kill the Hero who is prophesied to destroy the world.""

This was to be the mission in his new life. The synergistic effect of the vast knowledge and experience he gained that made all manner of assassinations possible in the modern world, and the secret techniques and magic of the fantasy world's most powerful family of assassins turn him into the greatest assassin of all time.

(Source: Crunchyroll)",2021-10-07T08:08:43.393926Z,2021-10-08T02:19:29.801766Z,,"[""The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat"", 'Ansatsu Kizoku']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/uRXGgJ66K3uzxstDSu99cct541alVrlKg2mG2lSq.jpg,3530,"sekai saikou no ansatsusha, isekai kizoku ni tensei suru",1,2,3,True
425,Vinland Saga Season 2,492706.0,8.82,vinland saga season 2,Vinland Saga Season 2,vinland_saga_season_2,2023,Winter,"A new millennium begins in the southern part of the Jutland peninsula in Denmark. After the death of his longtime enemy, Askeladd, Thorfinn lost his purpose in life. He was bought by the landowner Ketil as a ""slave"" and engaged in land reclamation work on his farm. <br>
<br>
Thorfinn meets a young man there, Einar, who was also a slave like him. The encounter of Einar led Thorfinn to face the sins he had committed and began to find meaning in life. <br>
<br>
On the other hand, Canute, who became the King of England, attempted to extend his territory for the establishment of ""the promised land."" <br>
<br>
(Source: Official Website)",2023-01-09T03:43:42.239150Z,2023-01-09T03:43:42.239150Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/anime/large-cover/XwLVsclAb7GR6ZMaOfxCzVT3OT57v5DtWkgQkEZD.jpg,3986,vinland saga season 2,2,2,4,True
426,High School DxD Hero,489581.0,7.25,high school dxd hero,High School DxD Hero,high_school_dxd_hero,2018,Spring,"The fourth season of <i>High School DxD</i>.<br><br>Issei and the 2nd years attend a class trip to Kyoto for well-deserved relaxation, leaving the senior and junior class students of the Gremory family behind. However, once there, they fall under attack and must win without Rias or their other powerhouses.<br><br>(Source: Anime News Network)<br><br>
<i>Includes episode 0, Taiikukan-ura no Holy</i>.",2021-03-27T00:43:54.220723Z,2021-03-28T03:05:23.536049Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/Xkr7TF3p5rbJsv4t8QhlTZGb34w8AMaSuGPQn78v.jpg,1140,high school dxd hero,1,1,2,True
427,Kawaii dake ja Nai Shikimori-san,489527.0,6.92,kawaii dake ja nai shikimori-san,Kawaii dake ja Nai Shikimori-san,kawaii_dake_ja_nai_shikimori_san,2022,Spring,"Shikimori seems like the perfect girlfriend: cute, fun to be around, sweet when she wants to be... but she has a cool dark side that comes out under the right circumstances. And her boyfriend Izumi loves to be around when that happens!

(Source: Kodansha Comics)",2022-04-09T22:33:09.922658Z,2022-04-09T22:33:09.922658Z,,"[""Shikimori's Not Just a Cutie""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/VnBLzaYrh7clFRMW2kW48JW0QetV93dI5YhOMeQS.jpg,3761,kawaii dake ja nai shikimori-san,1,1,2,True
428,Death March kara Hajimaru Isekai Kyousoukyoku,487804.0,6.45,death march kara hajimaru isekai kyousoukyoku,Death March kara Hajimaru Isekai Kyousoukyoku,death_march_kara_hajimaru_isekai_kyousoukyoku,2018,Winter,"The story of the light novel series and manga follows a 29-year-old programmer who is on a ""death march,"" but one day he wakes up in another world after a nap. From a meteor shower he happens to gain vast riches, and he decides to go sightseeing. So begins his ""heartwarming, occasionally serious, and harem"" adventure in another world.<br><br>

(Source: Anime News Network)",2021-03-27T00:43:39.981699Z,2021-03-28T01:23:23.892460Z,,['Death March to the Parallel World Rhapsody'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/eGrHQtS2oGfmdzj6ahdPkK6u9MVQf7Cp9fI0V9kG.png,578,death march kara hajimaru isekai kyousoukyoku,1,2,3,True
429,Fairy Tail: Final Series,486995.0,7.57,fairy tail: final series,Fairy Tail: Final Series,fairy_tail_final_series,2018,Fall,"The final season of <i>Fairy Tail</i>.
<br><br>
Fairy Tail has been disbanded. A year later, Lucy comes into contact with Natsu and Happy. The three of them try to find the other former members' whereabouts to reconstruct the guild as they seek the real reason behind the guild's disbandment.
<br><br>
(Source: Anime News Network)",2021-03-27T00:43:43.924555Z,2021-03-28T01:50:58.395648Z,,"['Fairy Tail Final Season', 'Fairy Tail Season 3', 'Fairy Tail (2018)']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/yCzxrmJnDjr9MdmU4oajBLQa2NbajKKTyeoZkgne.jpg,734,fairy tail: final series,4,4,8,True
430,Full Metal Panic!,486289.0,7.6,full metal panic!,Full Metal Panic!,full_metal_panic,2002,Winter,"Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield.<br><br>
(Source: Anime News Network)",2021-03-27T00:43:45.417912Z,2021-03-28T02:01:33.793306Z,,"['FMP', 'Fullmetal Panic!']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/umqD7SXWwOPdThVeVpkaMr3GbowKt2TDOx1rvxfB.png,791,full metal panic!,1,1,2,True
431,Takt Op. Destiny,485558.0,7.15,takt op. destiny,Takt Op. Destiny,takt_op_destiny,2021,Fall,"Music is the light that illuminates people's hearts-- and that ""light"" was suddenly taken from the world. The world changed the night the black ""Kuroya Meteorite"" fell. Grotesque monsters known as D2 emerged from the meteorite and began to overrun the land and people. As the D2 were drawn to melodies people played, eventually ""music"" itself became taboo. 
<br><br>
However, those who opposed the monsters appeared. They the ""Musicart,"" girls who draw power from music. They possess the great operas and musical scores of humanity history and use them to defeat the D2
<br><br>
(Source: Crunchyroll)",2021-10-13T08:09:03.862213Z,2021-10-13T09:04:28.456728Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/9H6TkfGY8nKc0v9FGnYICF3xrZVv8cjqnOXxzZXm.jpg,3546,takt op. destiny,1,1,2,True
432,Sora yori mo Tooi Basho,485531.0,8.52,sora yori mo tooi basho,Sora yori mo Tooi Basho,sora_yori_mo_tooi_basho,2018,Winter,"Mari Tamaki is in her second year of high school and wants to start something. It's then that she meets Shirase, a girl with few friends who's considered weirdo by the rest of the class and nicknamed ""Antarctic"" since it's all she ever talks about. Unlike her peers, Mari is moved by Shirase's dedication and decides that even though it's unlikely that high school girls will ever go to Antarctica, she's going to try to go with Shirase.<br><br>

(Source: Anime News Network)",2021-03-27T00:44:37.712533Z,2021-03-28T08:08:06.232291Z,,"['A place further than the Universe', 'Uchuu Yorimo Tooi Basho', 'A Story That Leads to the Antarctica', 'YORIMOI']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/UMwJlD0fb1tr0NbGXFJFal5Rr5NJcejY1GDklFWY.png,2716,sora yori mo tooi basho,1,2,3,True
433,Re:Creators,484932.0,7.55,re:creators,Re:Creators,recreators,2017,Spring,"People have created many stories. Joy, sadness, anger, deep emotion. Stories stir up emotion and captivate. However, those emotions are nothing more than the feelings of a spectator. What if the characters in the stories had their own ""will""? In their eyes, are we, the creators of the stories, like gods? Revolution for our world. Punishment for the land of the gods. <br><br>Re:CREATORS. Everyone becomes a Creator.<br><br>(Source: Amazon)",2021-03-27T00:44:27.914224Z,2021-03-28T07:03:06.374871Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/5I4ROV7X4yzTVdndB8JW7SXa2h4jm8RvtC1DHbRJ.jpg,2358,re:creators,2,3,5,True
